OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_HOUR,PREMISES_TYPE,OFFENCE,MCI_CATEGORY,NEIGHBOURHOOD_140
2025-01-01 05:00:00,2025,January,1,Wednesday ,23,Commercial,Discharge Firearm With Intent,Assault,Milliken (130)
2025-01-01 05:00:00,2025,January,1,Wednesday ,17,Apartment,Assault,Assault,Dorset Park (126)
2025-01-01 05:00:00,2025,January,1,Wednesday ,15,Apartment,Assault,Assault,Niagara (82)
2025-01-01 05:00:00,2025,January,1,Wednesday ,23,Transit,Assault With Weapon,Assault,Newtonbrook West (36)
2025-01-01 05:00:00,2025,January,1,Wednesday ,4,Apartment,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-01 05:00:00,2025,January,1,Wednesday ,3,Apartment,Assault,Assault,Little Portugal (84)
2025-01-01 05:00:00,2025,January,1,Wednesday ,4,Outside,Assault,Assault,Kensington-Chinatown (78)
2025-01-01 05:00:00,2025,January,1,Wednesday ,1,Commercial,Assault,Assault,Mount Pleasant West (104)
2025-01-01 05:00:00,2025,January,1,Wednesday ,15,House,Assault,Assault,Kingsview Village-The Westway (6)
2025-01-01 05:00:00,2025,January,1,Wednesday ,2,Apartment,Assault,Assault,Waterfront Communities-The Island (77)
2025-01-01 05:00:00,2025,January,1,Wednesday ,3,Apartment,Assault,Assault,New Toronto (18)
2025-01-01 05:00:00,2025,January,1,Wednesday ,3,Apartment,Assault,Assault,New Toronto (18)
2025-01-01 05:00:00,2025,January,1,Wednesday ,7,Apartment,Assault,Assault,Willowdale East (51)
2025-01-01 05:00:00,2025,January,1,Wednesday ,7,Apartment,Assault,Assault,Waterfront Communities-The Island (77)
2025-01-01 05:00:00,2025,January,1,Wednesday ,5,Apartment,Assault,Assault,Black Creek (24)
2025-01-01 05:00:00,2025,January,1,Wednesday ,3,Transit,Assault,Assault,Danforth (66)
2025-01-01 05:00:00,2025,January,1,Wednesday ,11,House,Assault,Assault,Ionview (125)
2025-01-01 05:00:00,2025,January,1,Wednesday ,1,Commercial,Assault,Assault,Waterfront Communities-The Island (77)
2025-01-01 05:00:00,2025,January,1,Wednesday ,14,Apartment,Assault,Assault,Woodbine Corridor (64)
2025-01-01 05:00:00,2025,January,1,Wednesday ,8,Other,Assault,Assault,Annex (95)
2025-01-01 05:00:00,2025,January,1,Wednesday ,2,Commercial,Assault,Assault,Niagara (82)
2025-01-01 05:00:00,2025,January,1,Wednesday ,19,Apartment,Assault,Assault,Thorncliffe Park (55)
2025-01-01 05:00:00,2025,January,1,Wednesday ,4,Commercial,B&E,Break and Enter,Keelesdale-Eglinton West (110)
2025-01-01 05:00:00,2025,January,1,Wednesday ,18,Apartment,Assault,Assault,South Parkdale (85)
2025-01-01 05:00:00,2025,January,1,Wednesday ,22,Commercial,Robbery - Business,Robbery,L'Amoreaux (117)
2025-01-01 05:00:00,2025,January,1,Wednesday ,4,Apartment,Discharge Firearm - Recklessly,Assault,Tam O'Shanter-Sullivan (118)
2025-01-01 05:00:00,2025,January,1,Wednesday ,18,Apartment,Assault,Assault,South Parkdale (85)
2025-01-01 05:00:00,2025,January,1,Wednesday ,23,Transit,Assault,Assault,Newtonbrook West (36)
2025-01-01 05:00:00,2025,January,1,Wednesday ,1,Commercial,Assault,Assault,Waterfront Communities-The Island (77)
2025-01-01 05:00:00,2025,January,1,Wednesday ,22,House,B&E,Break and Enter,Forest Hill North (102)
2025-01-01 05:00:00,2025,January,1,Wednesday ,19,House,B&E,Break and Enter,Forest Hill North (102)
2025-01-01 05:00:00,2025,January,1,Wednesday ,22,Commercial,B&E,Break and Enter,Mount Pleasant East (99)
2025-01-01 05:00:00,2025,January,1,Wednesday ,20,Commercial,Assault,Assault,Mount Pleasant West (104)
2025-01-01 05:00:00,2025,January,1,Wednesday ,14,Transit,Assault Peace Officer,Assault,Church-Yonge Corridor (75)
2025-01-01 05:00:00,2025,January,1,Wednesday ,17,Apartment,Assault,Assault,Kennedy Park (124)
2025-01-01 05:00:00,2025,January,1,Wednesday ,18,Other,Assault Peace Officer,Assault,Clairlea-Birchmount (120)
2025-01-01 05:00:00,2025,January,1,Wednesday ,18,Other,Assault Peace Officer,Assault,Clairlea-Birchmount (120)
2025-01-01 05:00:00,2025,January,1,Wednesday ,7,Commercial,B&E W'Intent,Break and Enter,Rustic (28)
2025-01-01 05:00:00,2025,January,1,Wednesday ,11,Other,Assault Peace Officer,Assault,Dovercourt-Wallace Emerson-Junction (93)
2025-01-01 05:00:00,2025,January,1,Wednesday ,1,Commercial,Assault,Assault,Woodbine Corridor (64)
2025-01-01 05:00:00,2025,January,1,Wednesday ,19,Commercial,Assault,Assault,NSA
2025-01-01 05:00:00,2025,January,1,Wednesday ,18,Outside,Theft Of Motor Vehicle,Auto Theft,Agincourt North (129)
2025-01-01 05:00:00,2025,January,1,Wednesday ,16,Commercial,Assault With Weapon,Assault,Eglinton East (138)
2025-01-01 05:00:00,2025,January,1,Wednesday ,1,House,Theft Of Motor Vehicle,Auto Theft,Bendale (127)
2025-01-01 05:00:00,2025,January,1,Wednesday ,14,Apartment,Assault With Weapon,Assault,Woodbine Corridor (64)
2025-01-01 05:00:00,2025,January,1,Wednesday ,23,Commercial,Assault,Assault,Eringate-Centennial-West Deane (11)
2025-01-01 05:00:00,2025,January,1,Wednesday ,14,Outside,Assault,Assault,Runnymede-Bloor West Village (89)
2025-01-01 05:00:00,2025,January,1,Wednesday ,16,House,Assault,Assault,East End-Danforth (62)
2025-01-01 05:00:00,2025,January,1,Wednesday ,23,Commercial,Discharge Firearm - Recklessly,Assault,Wexford/Maryvale (119)
2025-01-01 05:00:00,2025,January,1,Wednesday ,15,Other,Assault,Assault,Clairlea-Birchmount (120)
2025-01-01 05:00:00,2025,January,1,Wednesday ,12,Apartment,Assault With Weapon,Assault,Ionview (125)
2025-01-01 05:00:00,2025,January,1,Wednesday ,6,Outside,Assault With Weapon,Assault,Humber Summit (21)
2025-01-01 05:00:00,2025,January,1,Wednesday ,5,Outside,Assault With Weapon,Assault,Black Creek (24)
2025-01-01 05:00:00,2025,January,1,Wednesday ,2,Outside,Assault With Weapon,Assault,Niagara (82)
2025-01-01 05:00:00,2025,January,1,Wednesday ,15,Apartment,Robbery With Weapon,Robbery,Moss Park (73)
2025-01-01 05:00:00,2025,January,1,Wednesday ,22,Commercial,Robbery With Weapon,Robbery,L'Amoreaux (117)
2025-01-01 05:00:00,2025,January,1,Wednesday ,22,House,Discharge Firearm With Intent,Assault,Guildwood (140)
2025-01-01 05:00:00,2025,January,1,Wednesday ,21,House,Discharge Firearm With Intent,Assault,Pelmo Park-Humberlea (23)
2025-01-01 05:00:00,2025,January,1,Wednesday ,0,Commercial,B&E,Break and Enter,Waterfront Communities-The Island (77)
2025-01-01 05:00:00,2025,January,1,Wednesday ,17,Apartment,Assault,Assault,Cliffcrest (123)
2025-01-01 05:00:00,2025,January,1,Wednesday ,12,Apartment,Assault Bodily Harm,Assault,Ionview (125)
2025-01-01 05:00:00,2025,January,1,Wednesday ,1,Commercial,Assault Bodily Harm,Assault,Church-Yonge Corridor (75)
2025-01-01 05:00:00,2025,January,1,Wednesday ,3,Commercial,Assault Bodily Harm,Assault,Waterfront Communities-The Island (77)
2025-01-01 05:00:00,2025,January,1,Wednesday ,2,Apartment,Assault,Assault,Rustic (28)
2025-01-01 05:00:00,2025,January,1,Wednesday ,1,Commercial,Assault,Assault,Palmerston-Little Italy (80)
2025-01-01 05:00:00,2025,January,1,Wednesday ,2,Commercial,Assault,Assault,Niagara (82)
2025-01-01 05:00:00,2025,January,1,Wednesday ,0,Apartment,Assault,Assault,North St.James Town (74)
2025-01-01 05:00:00,2025,January,1,Wednesday ,3,Apartment,Assault,Assault,High Park-Swansea (87)
2025-01-02 05:00:00,2025,January,2,Thursday  ,17,Outside,Pointing A Firearm,Assault,Clanton Park (33)
2025-01-02 05:00:00,2025,January,2,Thursday  ,16,House,B&E,Break and Enter,Casa Loma (96)
2025-01-02 05:00:00,2025,January,2,Thursday  ,1,Outside,Robbery - Vehicle Jacking,Robbery,Milliken (130)
2025-01-02 05:00:00,2025,January,2,Thursday  ,19,House,Assault With Weapon,Assault,Highland Creek (134)
2025-01-02 05:00:00,2025,January,2,Thursday  ,20,Commercial,Assault With Weapon,Assault,Mount Pleasant East (99)
2025-01-02 05:00:00,2025,January,2,Thursday  ,3,House,Theft Of Motor Vehicle,Auto Theft,Kennedy Park (124)
2025-01-02 05:00:00,2025,January,2,Thursday  ,3,Apartment,Assault,Assault,Cabbagetown-South St.James Town (71)
2025-01-01 05:00:00,2025,January,1,Wednesday ,13,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-02 05:00:00,2025,January,2,Thursday  ,6,House,Robbery - Home Invasion,Robbery,Henry Farm (53)
2025-01-02 05:00:00,2025,January,2,Thursday  ,9,Outside,Theft Of Motor Vehicle,Auto Theft,Milliken (130)
2025-01-02 05:00:00,2025,January,2,Thursday  ,4,Apartment,B&E,Break and Enter,Thistletown-Beaumond Heights (3)
2025-01-02 05:00:00,2025,January,2,Thursday  ,8,Apartment,B&E,Break and Enter,Dufferin Grove (83)
2025-01-02 05:00:00,2025,January,2,Thursday  ,6,Commercial,Assault,Assault,NSA
2025-01-02 05:00:00,2025,January,2,Thursday  ,6,Commercial,B&E,Break and Enter,Islington-City Centre West (14)
2025-01-02 05:00:00,2025,January,2,Thursday  ,2,House,Assault With Weapon,Assault,Rouge (131)
2025-01-02 05:00:00,2025,January,2,Thursday  ,2,Commercial,B&E,Break and Enter,Stonegate-Queensway (16)
2025-01-02 05:00:00,2025,January,2,Thursday  ,3,Outside,Assault With Weapon,Assault,Waterfront Communities-The Island (77)
2025-01-02 05:00:00,2025,January,2,Thursday  ,16,Apartment,B&E W'Intent,Break and Enter,Black Creek (24)
2025-01-02 05:00:00,2025,January,2,Thursday  ,1,Outside,Theft Of Motor Vehicle,Auto Theft,Milliken (130)
2025-01-01 05:00:00,2025,January,1,Wednesday ,15,Outside,Theft Of Motor Vehicle,Auto Theft,Dorset Park (126)
2025-01-02 05:00:00,2025,January,2,Thursday  ,1,Outside,Aggravated Assault,Assault,Corso Italia-Davenport (92)
2025-01-02 05:00:00,2025,January,2,Thursday  ,17,House,B&E,Break and Enter,Westminster-Branson (35)
2025-01-02 05:00:00,2025,January,2,Thursday  ,3,Outside,Aggravated Assault,Assault,Waterfront Communities-The Island (77)
2025-01-01 05:00:00,2025,January,1,Wednesday ,0,Commercial,B&E,Break and Enter,Roncesvalles (86)
2025-01-02 05:00:00,2025,January,2,Thursday  ,23,Apartment,Assault With Weapon,Assault,Church-Yonge Corridor (75)
2025-01-02 05:00:00,2025,January,2,Thursday  ,1,House,Assault,Assault,Keelesdale-Eglinton West (110)
2025-01-02 05:00:00,2025,January,2,Thursday  ,7,Outside,Theft Of Motor Vehicle,Auto Theft,Newtonbrook West (36)
2025-01-01 05:00:00,2025,January,1,Wednesday ,22,House,Theft Of Motor Vehicle,Auto Theft,Princess-Rosethorn (10)
2025-01-02 05:00:00,2025,January,2,Thursday  ,6,House,Theft Of Motor Vehicle,Auto Theft,Banbury-Don Mills (42)
2025-01-02 05:00:00,2025,January,2,Thursday  ,13,Other,Assault,Assault,Steeles (116)
2025-01-02 05:00:00,2025,January,2,Thursday  ,18,Apartment,Unlawfully In Dwelling-House,Break and Enter,Waterfront Communities-The Island (77)
2025-01-02 05:00:00,2025,January,2,Thursday  ,18,Outside,Robbery - Swarming,Robbery,Kensington-Chinatown (78)
2025-01-02 05:00:00,2025,January,2,Thursday  ,13,House,Unlawfully In Dwelling-House,Break and Enter,Woburn (137)
2025-01-02 05:00:00,2025,January,2,Thursday  ,2,Commercial,B&E,Break and Enter,Dufferin Grove (83)
2025-01-02 05:00:00,2025,January,2,Thursday  ,7,Other,Assault,Assault,Kensington-Chinatown (78)
2025-01-02 05:00:00,2025,January,2,Thursday  ,1,Other,Assault,Assault,Kensington-Chinatown (78)
2025-01-01 05:00:00,2025,January,1,Wednesday ,15,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-02 05:00:00,2025,January,2,Thursday  ,13,House,B&E W'Intent,Break and Enter,Dorset Park (126)
2025-01-02 05:00:00,2025,January,2,Thursday  ,3,Outside,Assault,Assault,Waterfront Communities-The Island (77)
2025-01-02 05:00:00,2025,January,2,Thursday  ,11,Outside,Robbery - Vehicle Jacking,Robbery,Islington-City Centre West (14)
2025-01-02 05:00:00,2025,January,2,Thursday  ,23,Commercial,B&E W'Intent,Break and Enter,Humbermede (22)
2025-01-02 05:00:00,2025,January,2,Thursday  ,2,Other,Assault,Assault,New Toronto (18)
2025-01-02 05:00:00,2025,January,2,Thursday  ,19,House,B&E,Break and Enter,Parkwoods-Donalda (45)
2025-01-02 05:00:00,2025,January,2,Thursday  ,8,House,Assault,Assault,Newtonbrook East (50)
2025-01-02 05:00:00,2025,January,2,Thursday  ,3,Commercial,B&E,Break and Enter,Willowdale West (37)
2025-01-02 05:00:00,2025,January,2,Thursday  ,16,Outside,Theft Of Motor Vehicle,Auto Theft,Wychwood (94)
2025-01-02 05:00:00,2025,January,2,Thursday  ,1,Commercial,B&E,Break and Enter,Waterfront Communities-The Island (77)
2025-01-02 05:00:00,2025,January,2,Thursday  ,9,Commercial,Assault,Assault,Malvern (132)
2025-01-02 05:00:00,2025,January,2,Thursday  ,9,Commercial,B&E,Break and Enter,High Park-Swansea (87)
2025-01-02 05:00:00,2025,January,2,Thursday  ,12,House,Assault,Assault,Cliffcrest (123)
2025-01-01 05:00:00,2025,January,1,Wednesday ,22,Apartment,B&E,Break and Enter,Kensington-Chinatown (78)
2025-01-01 05:00:00,2025,January,1,Wednesday ,15,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-02 05:00:00,2025,January,2,Thursday  ,17,House,Theft Of Motor Vehicle,Auto Theft,Malvern (132)
2025-01-02 05:00:00,2025,January,2,Thursday  ,16,Apartment,Theft Of Motor Vehicle,Auto Theft,Parkwoods-Donalda (45)
2025-01-02 05:00:00,2025,January,2,Thursday  ,6,Commercial,Theft Over,Theft Over,Islington-City Centre West (14)
2025-01-02 05:00:00,2025,January,2,Thursday  ,5,Apartment,Theft Over,Theft Over,Forest Hill North (102)
2025-01-02 05:00:00,2025,January,2,Thursday  ,8,Commercial,Robbery - Business,Robbery,West Humber-Clairville (1)
2025-01-02 05:00:00,2025,January,2,Thursday  ,6,Other,Assault,Assault,Bay Street Corridor (76)
2025-01-02 05:00:00,2025,January,2,Thursday  ,3,Outside,Theft Of Motor Vehicle,Auto Theft,Woburn (137)
2025-01-02 05:00:00,2025,January,2,Thursday  ,1,House,B&E,Break and Enter,University (79)
2025-01-02 05:00:00,2025,January,2,Thursday  ,6,House,Robbery - Vehicle Jacking,Robbery,Banbury-Don Mills (42)
2025-01-02 05:00:00,2025,January,2,Thursday  ,21,Apartment,Assault,Assault,Downsview-Roding-CFB (26)
2025-01-02 05:00:00,2025,January,2,Thursday  ,19,Commercial,Assault,Assault,Downsview-Roding-CFB (26)
2025-01-02 05:00:00,2025,January,2,Thursday  ,19,Apartment,Assault,Assault,Black Creek (24)
2025-01-02 05:00:00,2025,January,2,Thursday  ,18,Apartment,Assault,Assault,Humber Heights-Westmount (8)
2025-01-01 05:00:00,2025,January,1,Wednesday ,0,Commercial,Assault,Assault,Kensington-Chinatown (78)
2025-01-01 05:00:00,2025,January,1,Wednesday ,4,Apartment,Assault,Assault,West Hill (136)
2025-01-02 05:00:00,2025,January,2,Thursday  ,16,Apartment,Assault,Assault,Morningside (135)
2025-01-02 05:00:00,2025,January,2,Thursday  ,20,Transit,Assault,Assault,Kingsway South (15)
2025-01-02 05:00:00,2025,January,2,Thursday  ,18,Other,Assault,Assault,West Humber-Clairville (1)
2025-01-02 05:00:00,2025,January,2,Thursday  ,18,Other,Assault,Assault,West Humber-Clairville (1)
2025-01-02 05:00:00,2025,January,2,Thursday  ,18,Apartment,Assault,Assault,Brookhaven-Amesbury (30)
2025-01-02 05:00:00,2025,January,2,Thursday  ,18,Other,Assault,Assault,Yorkdale-Glen Park (31)
2025-01-02 05:00:00,2025,January,2,Thursday  ,12,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-02 05:00:00,2025,January,2,Thursday  ,16,Outside,Assault,Assault,York University Heights (27)
2025-01-02 05:00:00,2025,January,2,Thursday  ,14,Outside,Assault,Assault,Church-Yonge Corridor (75)
2025-01-02 05:00:00,2025,January,2,Thursday  ,11,Outside,Assault,Assault,Yorkdale-Glen Park (31)
2025-01-02 05:00:00,2025,January,2,Thursday  ,19,Outside,Assault Peace Officer,Assault,Dufferin Grove (83)
2025-01-01 05:00:00,2025,January,1,Wednesday ,0,House,Assault,Assault,South Riverdale (70)
2025-01-03 05:00:00,2025,January,3,Friday    ,16,House,Assault,Assault,Clanton Park (33)
2025-01-03 05:00:00,2025,January,3,Friday    ,16,Outside,Assault,Assault,Glenfield-Jane Heights (25)
2025-01-03 05:00:00,2025,January,3,Friday    ,20,Apartment,Assault,Assault,Mount Pleasant West (104)
2025-01-03 05:00:00,2025,January,3,Friday    ,20,Apartment,Assault,Assault,Mount Pleasant West (104)
2025-01-03 05:00:00,2025,January,3,Friday    ,22,Apartment,Assault,Assault,York University Heights (27)
2025-01-03 05:00:00,2025,January,3,Friday    ,19,Outside,Assault,Assault,Wychwood (94)
2025-01-03 05:00:00,2025,January,3,Friday    ,22,Commercial,Assault,Assault,West Humber-Clairville (1)
2025-01-03 05:00:00,2025,January,3,Friday    ,23,Apartment,Assault,Assault,Rustic (28)
2025-01-03 05:00:00,2025,January,3,Friday    ,23,Apartment,Assault,Assault,Rustic (28)
2025-01-03 05:00:00,2025,January,3,Friday    ,0,Outside,Theft From Motor Vehicle Over,Theft Over,Woodbine-Lumsden (60)
2025-01-01 05:00:00,2025,January,1,Wednesday ,17,House,Theft From Motor Vehicle Over,Theft Over,Rockcliffe-Smythe (111)
2025-01-03 05:00:00,2025,January,3,Friday    ,23,Outside,Robbery - Other,Robbery,Bay Street Corridor (76)
2025-01-03 05:00:00,2025,January,3,Friday    ,23,Apartment,Assault,Assault,Rustic (28)
2025-01-03 05:00:00,2025,January,3,Friday    ,15,Outside,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-01-03 05:00:00,2025,January,3,Friday    ,6,Outside,Theft Of Motor Vehicle,Auto Theft,Milliken (130)
2025-01-03 05:00:00,2025,January,3,Friday    ,19,Outside,Robbery - Vehicle Jacking,Robbery,Agincourt North (129)
2025-01-03 05:00:00,2025,January,3,Friday    ,18,Outside,Robbery - Vehicle Jacking,Robbery,Hillcrest Village (48)
2025-01-03 05:00:00,2025,January,3,Friday    ,19,Outside,Robbery - Vehicle Jacking,Robbery,Milliken (130)
2025-01-03 05:00:00,2025,January,3,Friday    ,5,Outside,Robbery - Vehicle Jacking,Robbery,Humber Summit (21)
2025-01-03 05:00:00,2025,January,3,Friday    ,15,Outside,Robbery - Vehicle Jacking,Robbery,West Humber-Clairville (1)
2025-01-03 05:00:00,2025,January,3,Friday    ,5,Outside,Assault With Weapon,Assault,Rouge (131)
2025-01-03 05:00:00,2025,January,3,Friday    ,16,Apartment,Assault With Weapon,Assault,Weston-Pelham Park (91)
2025-01-03 05:00:00,2025,January,3,Friday    ,23,Outside,Assault With Weapon,Assault,O'Connor-Parkview (54)
2025-01-03 05:00:00,2025,January,3,Friday    ,23,Apartment,Assault With Weapon,Assault,Rustic (28)
2025-01-02 05:00:00,2025,January,2,Thursday  ,23,Outside,Theft Of Motor Vehicle,Auto Theft,Parkwoods-Donalda (45)
2025-01-03 05:00:00,2025,January,3,Friday    ,15,Outside,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-01-03 05:00:00,2025,January,3,Friday    ,21,Outside,Theft Of Motor Vehicle,Auto Theft,North Riverdale (68)
2025-01-03 05:00:00,2025,January,3,Friday    ,15,Outside,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-01-03 05:00:00,2025,January,3,Friday    ,3,Commercial,B&E,Break and Enter,Moss Park (73)
2025-01-03 05:00:00,2025,January,3,Friday    ,4,Commercial,B&E,Break and Enter,Church-Yonge Corridor (75)
2025-01-02 05:00:00,2025,January,2,Thursday  ,15,House,B&E,Break and Enter,Islington-City Centre West (14)
2025-01-02 05:00:00,2025,January,2,Thursday  ,20,House,B&E,Break and Enter,Princess-Rosethorn (10)
2025-01-03 05:00:00,2025,January,3,Friday    ,5,Outside,Robbery With Weapon,Robbery,Humber Summit (21)
2025-01-03 05:00:00,2025,January,3,Friday    ,13,Commercial,Robbery With Weapon,Robbery,West Humber-Clairville (1)
2025-01-03 05:00:00,2025,January,3,Friday    ,7,Outside,Robbery With Weapon,Robbery,West Humber-Clairville (1)
2025-01-03 05:00:00,2025,January,3,Friday    ,23,Outside,Robbery With Weapon,Robbery,Downsview-Roding-CFB (26)
2025-01-02 05:00:00,2025,January,2,Thursday  ,15,Apartment,B&E,Break and Enter,Forest Hill South (101)
2025-01-03 05:00:00,2025,January,3,Friday    ,19,Commercial,B&E,Break and Enter,South Parkdale (85)
2025-01-03 05:00:00,2025,January,3,Friday    ,22,House,B&E,Break and Enter,Bayview Woods-Steeles (49)
2025-01-03 05:00:00,2025,January,3,Friday    ,15,House,B&E,Break and Enter,Hillcrest Village (48)
2025-01-03 05:00:00,2025,January,3,Friday    ,13,Commercial,Robbery - Business,Robbery,West Humber-Clairville (1)
2025-01-01 05:00:00,2025,January,1,Wednesday ,17,Other,Assault Bodily Harm,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-03 05:00:00,2025,January,3,Friday    ,14,Apartment,Assault Bodily Harm,Assault,Weston (113)
2025-01-03 05:00:00,2025,January,3,Friday    ,20,Apartment,B&E,Break and Enter,Casa Loma (96)
2025-01-03 05:00:00,2025,January,3,Friday    ,9,Commercial,B&E,Break and Enter,Annex (95)
2025-01-03 05:00:00,2025,January,3,Friday    ,11,Apartment,B&E,Break and Enter,South Riverdale (70)
2025-01-03 05:00:00,2025,January,3,Friday    ,4,Apartment,Assault,Assault,Waterfront Communities-The Island (77)
2025-01-02 05:00:00,2025,January,2,Thursday  ,20,House,Theft Over,Theft Over,Princess-Rosethorn (10)
2025-01-03 05:00:00,2025,January,3,Friday    ,14,Other,Assault,Assault,Clairlea-Birchmount (120)
2025-01-02 05:00:00,2025,January,2,Thursday  ,23,Outside,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-01-03 05:00:00,2025,January,3,Friday    ,14,Outside,Theft Of Motor Vehicle,Auto Theft,Hillcrest Village (48)
2025-01-03 05:00:00,2025,January,3,Friday    ,16,Commercial,Theft Of Motor Vehicle,Auto Theft,Banbury-Don Mills (42)
2025-01-03 05:00:00,2025,January,3,Friday    ,14,Other,Assault,Assault,Clairlea-Birchmount (120)
2025-01-03 05:00:00,2025,January,3,Friday    ,15,Other,Assault,Assault,Clairlea-Birchmount (120)
2025-01-02 05:00:00,2025,January,2,Thursday  ,17,Outside,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-01-03 05:00:00,2025,January,3,Friday    ,17,Outside,Theft Of Motor Vehicle,Auto Theft,Black Creek (24)
2025-01-03 05:00:00,2025,January,3,Friday    ,1,Commercial,Assault,Assault,Waterfront Communities-The Island (77)
2025-01-03 05:00:00,2025,January,3,Friday    ,0,Apartment,Assault,Assault,Englemount-Lawrence (32)
2025-01-03 05:00:00,2025,January,3,Friday    ,14,House,Theft Of Motor Vehicle,Auto Theft,Caledonia-Fairbank (109)
2025-01-02 05:00:00,2025,January,2,Thursday  ,13,Commercial,Theft Of Motor Vehicle,Auto Theft,Keelesdale-Eglinton West (110)
2025-01-02 05:00:00,2025,January,2,Thursday  ,22,House,Theft Of Motor Vehicle,Auto Theft,Lawrence Park South (103)
2025-01-02 05:00:00,2025,January,2,Thursday  ,23,Outside,Theft Of Motor Vehicle,Auto Theft,Parkwoods-Donalda (45)
2025-01-03 05:00:00,2025,January,3,Friday    ,19,Outside,Robbery - Vehicle Jacking,Robbery,Agincourt North (129)
2025-01-02 05:00:00,2025,January,2,Thursday  ,20,House,Theft Of Motor Vehicle,Auto Theft,Agincourt South-Malvern West (128)
2025-01-01 05:00:00,2025,January,1,Wednesday ,9,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-03 05:00:00,2025,January,3,Friday    ,9,Apartment,Assault,Assault,Newtonbrook West (36)
2025-01-03 05:00:00,2025,January,3,Friday    ,0,Outside,Theft Of Motor Vehicle,Auto Theft,Kingsway South (15)
2025-01-03 05:00:00,2025,January,3,Friday    ,4,House,Theft Of Motor Vehicle,Auto Theft,Morningside (135)
2025-01-03 05:00:00,2025,January,3,Friday    ,9,Outside,Assault,Assault,Willowdale East (51)
2025-01-03 05:00:00,2025,January,3,Friday    ,4,House,Theft Of Motor Vehicle,Auto Theft,Yorkdale-Glen Park (31)
2025-01-03 05:00:00,2025,January,3,Friday    ,10,Outside,Assault,Assault,Downsview-Roding-CFB (26)
2025-01-03 05:00:00,2025,January,3,Friday    ,13,Outside,Assault,Assault,Milliken (130)
2025-01-03 05:00:00,2025,January,3,Friday    ,16,Outside,Assault,Assault,Niagara (82)
2025-01-03 05:00:00,2025,January,3,Friday    ,15,Apartment,Assault,Assault,Kensington-Chinatown (78)
2025-01-03 05:00:00,2025,January,3,Friday    ,18,Apartment,Assault,Assault,Bendale (127)
2025-01-03 05:00:00,2025,January,3,Friday    ,18,Apartment,Assault,Assault,Downsview-Roding-CFB (26)
2025-01-04 05:00:00,2025,January,4,Saturday  ,19,Outside,B&E,Break and Enter,Rustic (28)
2025-01-04 05:00:00,2025,January,4,Saturday  ,2,Outside,Assault,Assault,Bay Street Corridor (76)
2025-01-04 05:00:00,2025,January,4,Saturday  ,8,Apartment,Assault,Assault,Edenbridge-Humber Valley (9)
2025-01-04 05:00:00,2025,January,4,Saturday  ,7,Apartment,Assault,Assault,Old East York (58)
2025-01-04 05:00:00,2025,January,4,Saturday  ,17,Commercial,Robbery With Weapon,Robbery,Kensington-Chinatown (78)
2025-01-04 05:00:00,2025,January,4,Saturday  ,17,Commercial,Robbery With Weapon,Robbery,Kensington-Chinatown (78)
2025-01-04 05:00:00,2025,January,4,Saturday  ,12,Commercial,Robbery With Weapon,Robbery,Newtonbrook East (50)
2025-01-04 05:00:00,2025,January,4,Saturday  ,9,Apartment,Assault,Assault,Rosedale-Moore Park (98)
2025-01-04 05:00:00,2025,January,4,Saturday  ,14,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-04 05:00:00,2025,January,4,Saturday  ,5,House,Theft Of Motor Vehicle,Auto Theft,Leaside-Bennington (56)
2025-01-04 05:00:00,2025,January,4,Saturday  ,1,Other,B&E,Break and Enter,Woburn (137)
2025-01-03 05:00:00,2025,January,3,Friday    ,17,Outside,Theft Of Motor Vehicle,Auto Theft,Yonge-St.Clair (97)
2025-01-04 05:00:00,2025,January,4,Saturday  ,14,Commercial,Assault,Assault,Dufferin Grove (83)
2025-01-04 05:00:00,2025,January,4,Saturday  ,14,Apartment,Assault,Assault,Islington-City Centre West (14)
2025-01-04 05:00:00,2025,January,4,Saturday  ,14,Apartment,Assault,Assault,Islington-City Centre West (14)
2025-01-04 05:00:00,2025,January,4,Saturday  ,15,Commercial,Assault,Assault,Moss Park (73)
2025-01-03 05:00:00,2025,January,3,Friday    ,12,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-04 05:00:00,2025,January,4,Saturday  ,13,Apartment,Assault,Assault,Glenfield-Jane Heights (25)
